,year,artist,track,time,genre,week,rank,date
5198,2000, Reba McEntire,What Do You Say,3:26,Country,17,50,2000-02-19
5515,2000, Reba McEntire,What Do You Say,3:26,Country,18,60,2000-02-26
5832,2000, Reba McEntire,What Do You Say,3:26,Country,19,68,2000-03-04
6149,2000, Reba McEntire,What Do You Say,3:26,Country,20,71,2000-03-11
231,2000, Ricky Martin,Private Emotion,4:02,Latin,1,76,2000-03-11
548,2000, Ricky Martin,Private Emotion,4:02,Latin,2,67,2000-03-18
865,2000, Ricky Martin,Private Emotion,4:02,Latin,3,71,2000-03-25
1182,2000, Ricky Martin,Private Emotion,4:02,Latin,4,78,2000-04-01
1499,2000, Ricky Martin,Private Emotion,4:02,Latin,5,89,2000-04-08
87,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,1,74,1999-11-20
404,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,2,66,1999-11-27
721,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,3,52,1999-12-04
1038,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,4,39,1999-12-11
1355,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,5,39,1999-12-18
1672,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,6,39,1999-12-25
1989,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,7,39,2000-01-01
2306,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,8,46,2000-01-08
2623,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,9,47,2000-01-15
2940,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,10,54,2000-01-22
3257,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,11,91,2000-01-29
3574,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,12,28,2000-02-05
3891,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,13,22,2000-02-12
4208,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,14,33,2000-02-19
4525,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,15,46,2000-02-26
4842,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,16,70,2000-03-04
5159,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,17,87,2000-03-11
5476,2000, Ricky Martin,Shake Your Bon-Bon,3:08,Latin,18,93,2000-03-18
60,2000, Ricky Martin,She Bangs,4:02,Latin,1,38,2000-10-07
377,2000, Ricky Martin,She Bangs,4:02,Latin,2,28,2000-10-14
694,2000, Ricky Martin,She Bangs,4:02,Latin,3,21,2000-10-21
1011,2000, Ricky Martin,She Bangs,4:02,Latin,4,21,2000-10-28
1328,2000, Ricky Martin,She Bangs,4:02,Latin,5,18,2000-11-04
1645,2000, Ricky Martin,She Bangs,4:02,Latin,6,16,2000-11-11
1962,2000, Ricky Martin,She Bangs,4:02,Latin,7,13,2000-11-18
2279,2000, Ricky Martin,She Bangs,4:02,Latin,8,13,2000-11-25
2596,2000, Ricky Martin,She Bangs,4:02,Latin,9,12,2000-12-02
2913,2000, Ricky Martin,She Bangs,4:02,Latin,10,20,2000-12-09
3230,2000, Ricky Martin,She Bangs,4:02,Latin,11,22,2000-12-16
3547,2000, Ricky Martin,She Bangs,4:02,Latin,12,29,2000-12-23
3864,2000, Ricky Martin,She Bangs,4:02,Latin,13,43,2000-12-30
4181,2000, Ricky Martin,She Bangs,4:02,Latin,14,54,2001-01-06
4498,2000, Ricky Martin,She Bangs,4:02,Latin,15,55,2001-01-13
4815,2000, Ricky Martin,She Bangs,4:02,Latin,16,73,2001-01-20
5132,2000, Ricky Martin,She Bangs,4:02,Latin,17,92,2001-01-27
5449,2000, Ricky Martin,She Bangs,4:02,Latin,18,100,2001-02-03
186,2000, Robbie Williams,Angels,3:56,Rock,1,85,1999-11-20
503,2000, Robbie Williams,Angels,3:56,Rock,2,77,1999-11-27
820,2000, Robbie Williams,Angels,3:56,Rock,3,69,1999-12-04
1137,2000, Robbie Williams,Angels,3:56,Rock,4,69,1999-12-11
1454,2000, Robbie Williams,Angels,3:56,Rock,5,62,1999-12-18
1771,2000, Robbie Williams,Angels,3:56,Rock,6,56,1999-12-25
2088,2000, Robbie Williams,Angels,3:56,Rock,7,56,2000-01-01
2405,2000, Robbie Williams,Angels,3:56,Rock,8,64,2000-01-08
2722,2000, Robbie Williams,Angels,3:56,Rock,9,54,2000-01-15
3039,2000, Robbie Williams,Angels,3:56,Rock,10,53,2000-01-22
3356,2000, Robbie Williams,Angels,3:56,Rock,11,72,2000-01-29
3673,2000, Robbie Williams,Angels,3:56,Rock,12,83,2000-02-05
3990,2000, Robbie Williams,Angels,3:56,Rock,13,81,2000-02-12
4307,2000, Robbie Williams,Angels,3:56,Rock,14,88,2000-02-19
4624,2000, Robbie Williams,Angels,3:56,Rock,15,96,2000-02-26
4941,2000, Robbie Williams,Angels,3:56,Rock,16,93,2000-03-04
5258,2000, Robbie Williams,Angels,3:56,Rock,17,91,2000-03-11
5575,2000, Robbie Williams,Angels,3:56,Rock,18,89,2000-03-18
5892,2000, Robbie Williams,Angels,3:56,Rock,19,95,2000-03-25
33,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,1,85,2000-09-09
350,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,2,72,2000-09-16
667,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,3,65,2000-09-23
984,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,4,49,2000-09-30
1301,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,5,39,2000-10-07
1618,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,6,25,2000-10-14
1935,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,7,20,2000-10-21
2252,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,8,10,2000-10-28
2569,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,9,9,2000-11-04
2886,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,10,8,2000-11-11
3203,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,11,6,2000-11-18
3520,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,12,5,2000-11-25
3837,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,13,7,2000-12-02
4154,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,14,4,2000-12-09
4471,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,15,6,2000-12-16
4788,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,16,7,2000-12-23
5105,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,17,13,2000-12-30
5422,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,18,17,2001-01-06
5739,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,19,17,2001-01-13
6056,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,20,23,2001-01-20
6373,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,21,29,2001-01-27
6690,2000, Samantha Mumba,Gotta Tell You,3:19,Rock,22,36,2001-02-03
131,2000, Sara Evans,Born To Fly,5:36,Country,1,77,2000-10-21
448,2000, Sara Evans,Born To Fly,5:36,Country,2,71,2000-10-28
765,2000, Sara Evans,Born To Fly,5:36,Country,3,64,2000-11-04
1082,2000, Sara Evans,Born To Fly,5:36,Country,4,57,2000-11-11
1399,2000, Sara Evans,Born To Fly,5:36,Country,5,55,2000-11-18
1716,2000, Sara Evans,Born To Fly,5:36,Country,6,51,2000-11-25
2033,2000, Sara Evans,Born To Fly,5:36,Country,7,46,2000-12-02
2350,2000, Sara Evans,Born To Fly,5:36,Country,8,44,2000-12-09
2667,2000, Sara Evans,Born To Fly,5:36,Country,9,36,2000-12-16
2984,2000, Sara Evans,Born To Fly,5:36,Country,10,39,2000-12-23
3301,2000, Sara Evans,Born To Fly,5:36,Country,11,34,2000-12-30
3618,2000, Sara Evans,Born To Fly,5:36,Country,12,46,2001-01-06
3935,2000, Sara Evans,Born To Fly,5:36,Country,13,44,2001-01-13
4252,2000, Sara Evans,Born To Fly,5:36,Country,14,36,2001-01-20
4569,2000, Sara Evans,Born To Fly,5:36,Country,15,42,2001-01-27
4886,2000, Sara Evans,Born To Fly,5:36,Country,16,53,2001-02-03
5203,2000, Sara Evans,Born To Fly,5:36,Country,17,58,2001-02-10
5520,2000, Sara Evans,Born To Fly,5:36,Country,18,74,2001-02-17
5837,2000, Sara Evans,Born To Fly,5:36,Country,19,81,2001-02-24
6154,2000, Sara Evans,Born To Fly,5:36,Country,20,86,2001-03-03
305,2000, Shade Sheist,Where I Wanna Be,4:16,Rap,1,96,2000-11-11
622,2000, Shade Sheist,Where I Wanna Be,4:16,Rap,2,95,2000-11-18
939,2000, Shade Sheist,Where I Wanna Be,4:16,Rap,3,99,2000-11-25
1256,2000, Shade Sheist,Where I Wanna Be,4:16,Rap,4,99,2000-12-02
1573,2000, Shade Sheist,Where I Wanna Be,4:16,Rap,5,100,2000-12-09
259,2000, Terri Clark,A Little Gasoline,3:07,Country,1,75,2000-12-16
576,2000, Terri Clark,A Little Gasoline,3:07,Country,2,82,2000-12-23
893,2000, Terri Clark,A Little Gasoline,3:07,Country,3,88,2000-12-30
1210,2000, Terri Clark,A Little Gasoline,3:07,Country,4,96,2001-01-06
1527,2000, Terri Clark,A Little Gasoline,3:07,Country,5,99,2001-01-13
1844,2000, Terri Clark,A Little Gasoline,3:07,Country,6,99,2001-01-20
52,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,1,39,2000-10-14
369,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,2,25,2000-10-21
686,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,3,24,2000-10-28
1003,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,4,15,2000-11-04
1320,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,5,12,2000-11-11
1637,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,6,12,2000-11-18
1954,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,7,10,2000-11-25
2271,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,8,9,2000-12-02
2588,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,9,10,2000-12-09
2905,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,10,12,2000-12-16
3222,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,11,17,2000-12-23
3539,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,12,19,2000-12-30
3856,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,13,29,2001-01-06
4173,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,14,26,2001-01-13
4490,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,15,24,2001-01-20
4807,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,16,31,2001-01-27
5124,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,17,52,2001-02-03
5441,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,18,63,2001-02-10
5758,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,19,62,2001-02-17
6075,2000, The Backstreet Boys,Shape Of My Heart,3:49,Rock,20,70,2001-02-24
39,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,1,74,2000-01-01
356,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,2,62,2000-01-08
673,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,3,55,2000-01-15
990,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,4,25,2000-01-22
1307,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,5,16,2000-01-29
1624,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,6,14,2000-02-05
1941,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,7,12,2000-02-12
2258,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,8,10,2000-02-19
2575,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,9,12,2000-02-26
2892,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,10,9,2000-03-04
3209,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,11,7,2000-03-11
3526,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,12,6,2000-03-18
3843,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,13,6,2000-03-25
4160,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,14,6,2000-04-01
4477,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,15,8,2000-04-08
4794,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,16,9,2000-04-15
5111,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,17,13,2000-04-22
5428,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,18,19,2000-04-29
5745,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,19,23,2000-05-06
6062,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,20,26,2000-05-13
6379,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,21,32,2000-05-20
6696,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,22,34,2000-05-27
7013,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,23,45,2000-06-03
7330,2000, The Backstreet Boys,Show Me The Meani...,3:54,Rock,24,47,2000-06-10
121,2000, The Backstreet Boys,The One,3:46,Rock,1,58,2000-05-27
438,2000, The Backstreet Boys,The One,3:46,Rock,2,50,2000-06-03
755,2000, The Backstreet Boys,The One,3:46,Rock,3,43,2000-06-10
1072,2000, The Backstreet Boys,The One,3:46,Rock,4,37,2000-06-17
1389,2000, The Backstreet Boys,The One,3:46,Rock,5,31,2000-06-24
1706,2000, The Backstreet Boys,The One,3:46,Rock,6,30,2000-07-01
2023,2000, The Backstreet Boys,The One,3:46,Rock,7,39,2000-07-08
2340,2000, The Backstreet Boys,The One,3:46,Rock,8,47,2000-07-15
2657,2000, The Backstreet Boys,The One,3:46,Rock,9,55,2000-07-22
2974,2000, The Backstreet Boys,The One,3:46,Rock,10,61,2000-07-29
3291,2000, The Backstreet Boys,The One,3:46,Rock,11,76,2000-08-05
3608,2000, The Backstreet Boys,The One,3:46,Rock,12,90,2000-08-12
3925,2000, The Backstreet Boys,The One,3:46,Rock,13,93,2000-08-19
4242,2000, The Backstreet Boys,The One,3:46,Rock,14,93,2000-08-26
4559,2000, The Backstreet Boys,The One,3:46,Rock,15,100,2000-09-02
228,2000, The Dixie Chicks,Cold Day In July,5:12,Country,1,80,2000-06-24
545,2000, The Dixie Chicks,Cold Day In July,5:12,Country,2,79,2000-07-01
862,2000, The Dixie Chicks,Cold Day In July,5:12,Country,3,76,2000-07-08
1179,2000, The Dixie Chicks,Cold Day In July,5:12,Country,4,72,2000-07-15
1496,2000, The Dixie Chicks,Cold Day In July,5:12,Country,5,68,2000-07-22
1813,2000, The Dixie Chicks,Cold Day In July,5:12,Country,6,68,2000-07-29
2130,2000, The Dixie Chicks,Cold Day In July,5:12,Country,7,65,2000-08-05
2447,2000, The Dixie Chicks,Cold Day In July,5:12,Country,8,70,2000-08-12
2764,2000, The Dixie Chicks,Cold Day In July,5:12,Country,9,84,2000-08-19
3081,2000, The Dixie Chicks,Cold Day In July,5:12,Country,10,91,2000-08-26
106,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,1,79,1999-11-27
423,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,2,72,1999-12-04
740,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,3,70,1999-12-11
1057,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,4,61,1999-12-18
1374,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,5,52,1999-12-25
1691,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,6,52,2000-01-01
2008,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,7,52,2000-01-08
2325,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,8,39,2000-01-15
2642,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,9,31,2000-01-22
2959,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,10,27,2000-01-29
3276,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,11,27,2000-02-05
3593,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,12,27,2000-02-12
3910,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,13,31,2000-02-19
4227,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,14,37,2000-02-26
4544,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,15,40,2000-03-04
4861,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,16,47,2000-03-11
5178,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,17,51,2000-03-18
5495,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,18,56,2000-03-25
5812,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,19,59,2000-04-01
6129,2000, The Dixie Chicks,Cowboy Take Me Away,4:51,Country,20,59,2000-04-08
74,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,1,40,2000-03-18
391,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,2,29,2000-03-25
708,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,3,24,2000-04-01
1025,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,4,24,2000-04-08
1342,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,5,20,2000-04-15
1659,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,6,20,2000-04-22
1976,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,7,20,2000-04-29
2293,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,8,19,2000-05-06
2610,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,9,38,2000-05-13
2927,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,10,61,2000-05-20
3244,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,11,86,2000-05-27
3561,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,12,88,2000-06-03
3878,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,13,96,2000-06-10
4195,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,14,96,2000-06-17
4512,2000, The Dixie Chicks,Goodbye Earl,4:19,Country,15,98,2000-06-24
124,2000, The Dixie Chicks,Without You,3:32,Country,1,80,2000-10-07
441,2000, The Dixie Chicks,Without You,3:32,Country,2,70,2000-10-14
758,2000, The Dixie Chicks,Without You,3:32,Country,3,63,2000-10-21
1075,2000, The Dixie Chicks,Without You,3:32,Country,4,56,2000-10-28
1392,2000, The Dixie Chicks,Without You,3:32,Country,5,50,2000-11-04
1709,2000, The Dixie Chicks,Without You,3:32,Country,6,49,2000-11-11
2026,2000, The Dixie Chicks,Without You,3:32,Country,7,48,2000-11-18
2343,2000, The Dixie Chicks,Without You,3:32,Country,8,46,2000-11-25
2660,2000, The Dixie Chicks,Without You,3:32,Country,9,41,2000-12-02
2977,2000, The Dixie Chicks,Without You,3:32,Country,10,40,2000-12-09
3294,2000, The Dixie Chicks,Without You,3:32,Country,11,35,2000-12-16
3611,2000, The Dixie Chicks,Without You,3:32,Country,12,31,2000-12-23
3928,2000, The Dixie Chicks,Without You,3:32,Country,13,33,2000-12-30
4245,2000, The Dixie Chicks,Without You,3:32,Country,14,44,2001-01-06
4562,2000, The Dixie Chicks,Without You,3:32,Country,15,36,2001-01-13
4879,2000, The Dixie Chicks,Without You,3:32,Country,16,35,2001-01-20
5196,2000, The Dixie Chicks,Without You,3:32,Country,17,37,2001-01-27
5513,2000, The Dixie Chicks,Without You,3:32,Country,18,43,2001-02-03
5830,2000, The Dixie Chicks,Without You,3:32,Country,19,51,2001-02-10
6147,2000, The Dixie Chicks,Without You,3:32,Country,20,54,2001-02-17
168,2000, The Eastsidaz,G'D Up,4:27,Rap,1,77,2000-01-08
485,2000, The Eastsidaz,G'D Up,4:27,Rap,2,77,2000-01-15
802,2000, The Eastsidaz,G'D Up,4:27,Rap,3,89,2000-01-22
1119,2000, The Eastsidaz,G'D Up,4:27,Rap,4,64,2000-01-29
1436,2000, The Eastsidaz,G'D Up,4:27,Rap,5,57,2000-02-05
1753,2000, The Eastsidaz,G'D Up,4:27,Rap,6,47,2000-02-12
2070,2000, The Eastsidaz,G'D Up,4:27,Rap,7,47,2000-02-19
2387,2000, The Eastsidaz,G'D Up,4:27,Rap,8,55,2000-02-26
2704,2000, The Eastsidaz,G'D Up,4:27,Rap,9,65,2000-03-04
3021,2000, The Eastsidaz,G'D Up,4:27,Rap,10,69,2000-03-11
3338,2000, The Eastsidaz,G'D Up,4:27,Rap,11,83,2000-03-18
3655,2000, The Eastsidaz,G'D Up,4:27,Rap,12,82,2000-03-25
3972,2000, The Eastsidaz,G'D Up,4:27,Rap,13,90,2000-04-01
4289,2000, The Eastsidaz,G'D Up,4:27,Rap,14,94,2000-04-08
315,2000, The Eastsidaz,Got Beef,3:58,Rap,1,99,2000-07-01
632,2000, The Eastsidaz,Got Beef,3:58,Rap,2,99,2000-07-08
237,2000, The Offspring,Original Prankster,3:42,Rock,1,74,2000-11-25
554,2000, The Offspring,Original Prankster,3:42,Rock,2,71,2000-12-02
871,2000, The Offspring,Original Prankster,3:42,Rock,3,70,2000-12-09
1188,2000, The Offspring,Original Prankster,3:42,Rock,4,70,2000-12-16
1505,2000, The Offspring,Original Prankster,3:42,Rock,5,77,2000-12-23
1822,2000, The Offspring,Original Prankster,3:42,Rock,6,78,2000-12-30
2139,2000, The Offspring,Original Prankster,3:42,Rock,7,91,2001-01-06
2456,2000, The Offspring,Original Prankster,3:42,Rock,8,89,2001-01-13
2773,2000, The Offspring,Original Prankster,3:42,Rock,9,92,2001-01-20
247,2000, The Wallflowers,Sleepwalker,3:29,Rock,1,73,2000-10-28
564,2000, The Wallflowers,Sleepwalker,3:29,Rock,2,73,2000-11-04
881,2000, The Wallflowers,Sleepwalker,3:29,Rock,3,74,2000-11-11
1198,2000, The Wallflowers,Sleepwalker,3:29,Rock,4,80,2000-11-18
1515,2000, The Wallflowers,Sleepwalker,3:29,Rock,5,90,2000-11-25
1832,2000, The Wallflowers,Sleepwalker,3:29,Rock,6,96,2000-12-02
115,2000, Tim McGraw,My Best Friend,4:33,Country,1,85,1999-11-27
432,2000, Tim McGraw,My Best Friend,4:33,Country,2,76,1999-12-04
749,2000, Tim McGraw,My Best Friend,4:33,Country,3,71,1999-12-11
1066,2000, Tim McGraw,My Best Friend,4:33,Country,4,64,1999-12-18
1383,2000, Tim McGraw,My Best Friend,4:33,Country,5,54,1999-12-25
1700,2000, Tim McGraw,My Best Friend,4:33,Country,6,54,2000-01-01
2017,2000, Tim McGraw,My Best Friend,4:33,Country,7,55,2000-01-08
2334,2000, Tim McGraw,My Best Friend,4:33,Country,8,46,2000-01-15
2651,2000, Tim McGraw,My Best Friend,4:33,Country,9,38,2000-01-22
2968,2000, Tim McGraw,My Best Friend,4:33,Country,10,29,2000-01-29
3285,2000, Tim McGraw,My Best Friend,4:33,Country,11,29,2000-02-05
3602,2000, Tim McGraw,My Best Friend,4:33,Country,12,33,2000-02-12
3919,2000, Tim McGraw,My Best Friend,4:33,Country,13,32,2000-02-19
4236,2000, Tim McGraw,My Best Friend,4:33,Country,14,31,2000-02-26
4553,2000, Tim McGraw,My Best Friend,4:33,Country,15,36,2000-03-04
4870,2000, Tim McGraw,My Best Friend,4:33,Country,16,38,2000-03-11
5187,2000, Tim McGraw,My Best Friend,4:33,Country,17,39,2000-03-18
5504,2000, Tim McGraw,My Best Friend,4:33,Country,18,41,2000-03-25
5821,2000, Tim McGraw,My Best Friend,4:33,Country,19,46,2000-04-01
6138,2000, Tim McGraw,My Best Friend,4:33,Country,20,49,2000-04-08
6455,2000, Tim McGraw,My Best Friend,4:33,Country,21,48,2000-04-15
107,2000, Tim McGraw,My Next Thirty Years,3:37,Country,1,73,2000-10-21
424,2000, Tim McGraw,My Next Thirty Years,3:37,Country,2,62,2000-10-28
741,2000, Tim McGraw,My Next Thirty Years,3:37,Country,3,56,2000-11-04
1058,2000, Tim McGraw,My Next Thirty Years,3:37,Country,4,52,2000-11-11
1375,2000, Tim McGraw,My Next Thirty Years,3:37,Country,5,46,2000-11-18
1692,2000, Tim McGraw,My Next Thirty Years,3:37,Country,6,40,2000-11-25
2009,2000, Tim McGraw,My Next Thirty Years,3:37,Country,7,36,2000-12-02
2326,2000, Tim McGraw,My Next Thirty Years,3:37,Country,8,31,2000-12-09
2643,2000, Tim McGraw,My Next Thirty Years,3:37,Country,9,27,2000-12-16
2960,2000, Tim McGraw,My Next Thirty Years,3:37,Country,10,27,2000-12-23
3277,2000, Tim McGraw,My Next Thirty Years,3:37,Country,11,28,2000-12-30
3594,2000, Tim McGraw,My Next Thirty Years,3:37,Country,12,40,2001-01-06
3911,2000, Tim McGraw,My Next Thirty Years,3:37,Country,13,33,2001-01-13
4228,2000, Tim McGraw,My Next Thirty Years,3:37,Country,14,33,2001-01-20
4545,2000, Tim McGraw,My Next Thirty Years,3:37,Country,15,39,2001-01-27
4862,2000, Tim McGraw,My Next Thirty Years,3:37,Country,16,40,2001-02-03
5179,2000, Tim McGraw,My Next Thirty Years,3:37,Country,17,48,2001-02-10
5496,2000, Tim McGraw,My Next Thirty Years,3:37,Country,18,53,2001-02-17
5813,2000, Tim McGraw,My Next Thirty Years,3:37,Country,19,58,2001-02-24
6130,2000, Tim McGraw,My Next Thirty Years,3:37,Country,20,62,2001-03-03
204,2000, Tim McGraw,Some Things Never...,3:56,Country,1,76,2000-05-13
521,2000, Tim McGraw,Some Things Never...,3:56,Country,2,66,2000-05-20
838,2000, Tim McGraw,Some Things Never...,3:56,Country,3,66,2000-05-27
1155,2000, Tim McGraw,Some Things Never...,3:56,Country,4,65,2000-06-03
